Ticker,Name,Yahoo,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,ISIN,Symbol,YahooSymbol,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency,Perf 1D %,Perf 1Y %,cycle,OpportunityScore,RiskScore,ScoreError,ScoreMarketRegime,ScoreAssetClass,ScoreRiskMult,ScoreOppW,ScoreRiskW,ScoreMarketTrend200,ticker,name,isin,symbol,yahoo_symbol,category,sector,industry,country,currency,price,price_eur,perf_pct,score,crv,confidence,elliott_signal,mc_chance,cycle_status,rs3m,trend200,sma200,volatility,downside_dev,max_drawdown,avg_volume,dollar_volume,regime_stock,trend200_stock,regime_crypto,trend200_crypto,market_date,trend_ok,liquidity_ok,is_crypto,score_status,crypto_base,quote_currency,asset_id,ticker_display,cluster_official,pillar_primary,bucket_type,pillar_confidence,pillar_reason,pillar_tags,TrendOK,LiquidityOK,yahoo
AEM,AGNICO EAGLE,AEM,211.89,USD,0.98,37.48,3.41,BUY,225.0,284.12,75.8,50.1,Zyklus-neutral,15.67,1.427,76.0,3510760960.0,104343330816.0,10567577600.0,3.36,41.9,32.62,74.52,2.12,72.91,"[83.8, 31.34, 28.65, 69.91, 22.95]",16.093971,80.9,HIGH,"{""coverage"": 1.0, ""confluence"": 0.8, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.5864197530864198, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA0084741085,AEM,AEM,Edelmetalle ⛏️,215.18,0.025512,0.021607,0.163594,2661286.67,563900030.18,150.5378,0.407553,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.281192,,,,,,,0.0,78.56,18.17,,neutral,stock,,,,0.0422134122701132,AEM,AGNICO EAGLE,CA0084741085,AEM,AEM,Edelmetalle ⛏️,Basic Materials,Gold,Canada,USD,211.89,215.18,0.98,37.48,3.41,80.9,BUY,75.8,Zyklus-neutral,0.281192,0.407553,150.5378,0.025512,0.021607,0.163594,2661286.67,563900030.18,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CA0084741085,AEM,Gold,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,AEM
WPM.TO,WHEATON PREC.,WPM.TO,196.03,CAD,1.26,37.37,3.74,BUY,214.41,269.3,76.2,38.5,Zyklus-neutral,13.05,0.099,48.0,376391360.0,87851417600.0,1830402048.0,0.43,54.5,54.72,109.22,8.089,73.33,"[100.0, 26.1, 95.05, 81.5, 16.33]",34.90334,79.0,HIGH,"{""coverage"": 1.0, ""confluence"": 0.8, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.4012345679012346, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA9628791027,WPM.TO,WPM.TO,Edelmetalle ⛏️,202.53,0.02389,0.021368,0.171068,801638.33,157145161.5,142.5407,0.375256,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.334712,,,,,,,0.0,79.18,19.61,,neutral,stock,,,,0.0422134122701132,WPM.TO,WHEATON PREC.,CA9628791027,WPM.TO,WPM.TO,Edelmetalle ⛏️,Basic Materials,Gold,Canada,CAD,196.03,202.53,1.26,37.37,3.74,79.0,BUY,76.2,Zyklus-neutral,0.334712,0.375256,142.5407,0.02389,0.021368,0.171068,801638.33,157145161.5,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CA9628791027,WPM.TO,Gold,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,WPM.TO
FRES.L,FRESNILLO PLC,FRES.L,3800.0,GBp,-2.01,37.09,5.71,BUY,4472.0,5968.4,85.5,21.4,Zyklus-neutral,13.85,20.456,90.0,1243160320.0,27399075840.0,3944284928.0,4.54,30.1,11.56,41.66,5.092,15.79,"[60.2, 27.7, 0.0, 98.63, 15.53]",15.260902,78.7,HIGH,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.8703703703703703, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",GB00B2QPKJ12,FRES.L,FRES.L,Edelmetalle ⛏️,4140.0,0.031058,0.021187,0.208524,1315237.4,4997902120.0,2185.322,0.738874,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.610452,,,,,,,0.0,78.94,20.08,,neutral,stock,,,,0.0422134122701132,FRES.L,FRESNILLO PLC,GB00B2QPKJ12,FRES.L,FRES.L,Edelmetalle ⛏️,Basic Materials,Other Precious Metals & Mining,Mexico,GBp,3800.0,4140.0,-2.01,37.09,5.71,78.7,BUY,85.5,Zyklus-neutral,0.610452,0.738874,2185.322,0.031058,0.021187,0.208524,1315237.4,4997902120.0,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,GB00B2QPKJ12,FRES.L,Other Precious Metals & Mining,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,FRES.L
ASM.TO,AVINO SILVER,ASM.TO,14.07,CAD,-3.89,32.78,7.87,BUY,16.11,25.14,81.5,36.8,Zyklus-neutral,14.34,2.563,0.0,15571250.0,2153994752.0,86065000.0,0.72,44.0,24.72,68.72,2.754,32.98,"[88.0, 28.68, 0.0, 83.21, 1.54]",14.07,69.6,MED,"{""coverage"": 1.0, ""confluence"": 0.8, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.12962962962962965, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA0539061030,ASM.TO,ASM.TO,Edelmetalle ⛏️,13.98,0.052108,0.031546,0.362144,915425.0,12880029.47,6.6497,1.115901,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,1.177694,,,,,,,0.0,81.89,38.91,,neutral,stock,,,,0.0422134122701132,ASM.TO,AVINO SILVER,CA0539061030,ASM.TO,ASM.TO,Edelmetalle ⛏️,Basic Materials,Other Precious Metals & Mining,Canada,CAD,14.07,13.98,-3.89,32.78,7.87,69.6,BUY,81.5,Zyklus-neutral,1.177694,1.115901,6.6497,0.052108,0.031546,0.362144,915425.0,12880029.47,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CA0539061030,ASM.TO,Other Precious Metals & Mining,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,ASM.TO
AG.TO,FIRST MAJESTIC,AG.TO,32.26,CAD,0.0,31.14,6.88,BUY,38.2,54.45,75.9,36.4,Zyklus-neutral,4.21,7.886,9.0,215490000.0,15916909568.0,965571008.0,1.35,95.1,7.07,102.17,3.379,54.01,"[100.0, 8.42, 0.0, 83.64, 22.11]",26.672178,72.5,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.25308641975308643, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA32076V1031,AG.TO,AG.TO,Edelmetalle ⛏️,34.68,0.043608,0.027557,0.3013,2367665.0,76380868.93,16.4376,0.962577,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.903759,,,,,,,0.0,76.17,34.13,,neutral,stock,,,,0.0422134122701132,AG.TO,FIRST MAJESTIC,CA32076V1031,AG.TO,AG.TO,Edelmetalle ⛏️,Basic Materials,Silver,Canada,CAD,32.26,34.68,0.0,31.14,6.88,72.5,BUY,75.9,Zyklus-neutral,0.903759,0.962577,16.4376,0.043608,0.027557,0.3013,2367665.0,76380868.93,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CA32076V1031,AG.TO,Silver,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,AG.TO
ABX.TO,BARRICK MINING,ABX.TO,63.74,CAD,0.74,30.14,0.0,Seitwärts,0.0,0.0,78.7,31.3,Zyklus-neutral,20.68,14.509,360.0,4054125056.0,114651471872.0,16956000256.0,3.54,64.5,29.45,93.95,2.922,63.7,"[100.0, 41.36, 0.0, 68.68, 29.71]",11.472485,85.2,HIGH,"{""coverage"": 1.0, ""confluence"": 1.0, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.5246913580246914, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA06849F1080,ABX.TO,ABX.TO,Edelmetalle ⛏️,70.41,0.025593,0.020092,0.163234,5718785.0,364515365.5,42.8329,0.488109,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.274775,,,,,,,0.0,70.17,26.83,,neutral,stock,,,,0.0422134122701132,ABX.TO,BARRICK MINING,CA06849F1080,ABX.TO,ABX.TO,Edelmetalle ⛏️,Basic Materials,Gold,Canada,CAD,63.74,70.41,0.74,30.14,0.0,85.2,Seitwärts,78.7,Zyklus-neutral,0.274775,0.488109,42.8329,0.025593,0.020092,0.163234,5718785.0,364515365.5,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CA06849F1080,ABX.TO,Gold,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,ABX.TO
TSMN.MX,TAIWAN SEMICON.MANU.ADR/5,TSMN.MX,6210.81,MXN,1.4,29.84,2.45,BUY,6231.98,7734.88,62.8,81.8,Zyklus-Hoch,35.22,18.187,116.0,619089625088.0,159076159848448.0,3809054031872.0,0.39,20.5,45.1,65.6,2.618,16.13,"[41.0, 70.44, 0.0, 38.21, 25.0]",0.0,76.1,HIGH,"{""coverage"": 1.0, ""confluence"": 0.8, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.11111111111111116, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US8740391003,TSMN.MX,TSMN.MX,Gehirn,5876.64,0.023357,0.015856,0.323434,1881.7,11686881.29,4818.0558,0.28907,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.120017,,,,,,,0.0,73.2,33.08,,neutral,stock,,,,0.0422134122701132,TSMN.MX,TAIWAN SEMICON.MANU.ADR/5,US8740391003,TSMN.MX,TSMN.MX,Gehirn,Technology,Semiconductors,Taiwan,MXN,6210.81,5876.64,1.4,29.84,2.45,76.1,BUY,62.8,Zyklus-Hoch,0.120017,0.28907,4818.0558,0.023357,0.015856,0.323434,1881.7,11686881.29,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,US8740391003,TSMN.MX,Semiconductors,Gehirn,pillar,55.0,heuristic from official taxonomy,"ai, software, semis",True,True,TSMN.MX
KEP,KOREA EL. PWR ADR 1/2,KEP,20.9,USD,-3.82,28.71,5.08,BUY,23.41,31.51,78.5,12.6,Zyklus-Tief,19.12,279.916,45.0,1394938609664.0,127486264344576.0,97275598602240.0,1.09,5.6,8.47,14.07,0.481,1.78,"[11.2, 38.24, 0.0, 100.0, 30.73]",3.3700979,64.3,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.09876543209876543, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US5006311063,KEP,KEP,Energie,21.38,0.031709,0.017955,0.15587,545110.0,11392798.79,14.5062,0.440758,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.335024,,,,,,,0.0,72.21,34.94,,neutral,stock,,,,0.0422134122701132,KEP,KOREA EL. PWR ADR 1/2,US5006311063,KEP,KEP,Energie,Utilities,Utilities - Regulated Electric,South Korea,USD,20.9,21.38,-3.82,28.71,5.08,64.3,BUY,78.5,Zyklus-Tief,0.335024,0.440758,14.5062,0.031709,0.017955,0.15587,545110.0,11392798.79,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,US5006311063,KEP,Utilities - Regulated Electric,Energie,pillar,45.0,heuristic from official taxonomy,"grid, storage, electrification",True,True,KEP
VALE,VALE S.A.,VALE,87.05,BRL,-0.3,27.47,0.0,Seitwärts,0.0,0.0,80.6,3.6,Zyklus-Tief,13.27,50.201,792.0,-951249984.0,458628300800.0,213320007680.0,-0.21,7.0,14.15,21.15,1.237,43.69,"[14.0, 26.54, 0.0, 96.37, 18.54]",8.056645,73.2,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.8209876543209876, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",BRVALEACNOR0,VALE,VALE,Fundament,85.14,0.014654,0.010249,0.153912,29423716.67,2561334625.63,58.7091,0.482733,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.364013,,,,,,,0.0,62.51,21.94,,neutral,stock,,,,0.0422134122701132,VALE,VALE S.A.,BRVALEACNOR0,VALE,VALE,Fundament,Basic Materials,Other Industrial Metals & Mining,Brazil,BRL,87.05,85.14,-0.3,27.47,0.0,73.2,Seitwärts,80.6,Zyklus-Tief,0.364013,0.482733,58.7091,0.014654,0.010249,0.153912,29423716.67,2561334625.63,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,BRVALEACNOR0,VALE,Other Industrial Metals & Mining,Fundament,pillar,50.0,heuristic from official taxonomy,"robotics, automation",True,True,VALE
NEM.AX,NEWMONT CORP.,NEM.AX,171.49,AUD,2.39,26.86,0.0,Seitwärts,0.0,0.0,76.4,43.9,Zyklus-neutral,22.88,16.914,90.0,9337749504.0,182633725952.0,21503000576.0,5.11,20.0,33.42,53.42,2.039,11.57,"[40.0, 45.76, 0.0, 56.08, 21.98]",13.116383,77.3,HIGH,"{""coverage"": 1.0, ""confluence"": 0.8, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.23456790123456783, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",AU0000297962,NEM.AX,NEM.AX,Edelmetalle ⛏️,180.94,0.025926,0.020143,0.211923,402010.08,68940711.4,119.4025,0.436234,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.2786,,,,,,,0.0,67.98,33.43,,neutral,stock,,,,0.0422134122701132,NEM.AX,NEWMONT CORP.,AU0000297962,NEM.AX,NEM.AX,Edelmetalle ⛏️,Basic Materials,Gold,United States,AUD,171.49,180.94,2.39,26.86,0.0,77.3,Seitwärts,76.4,Zyklus-neutral,0.2786,0.436234,119.4025,0.025926,0.020143,0.211923,402010.08,68940711.4,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,AU0000297962,NEM.AX,Gold,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,NEM.AX
AGI.TO,ALAMOS GOLD,AGI.TO,61.26,CAD,2.98,26.01,0.0,Seitwärts,0.0,0.0,68.7,100.0,Zyklus-Hoch,14.27,6.831,23.0,228962496.0,25537525760.0,1609299968.0,0.9,28.1,33.46,61.56,1.717,71.77,"[56.2, 28.54, 0.0, 0.0, 26.31]",17.732689,77.2,HIGH,"{""coverage"": 1.0, ""confluence"": 0.8, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.2222222222222222, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA0115321089,AGI.TO,AGI.TO,Edelmetalle ⛏️,59.13,0.028476,0.02283,0.210164,935208.33,57290860.93,43.9248,0.394656,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.311269,,,,,,,0.0,66.37,33.31,,neutral,stock,,,,0.0422134122701132,AGI.TO,ALAMOS GOLD,CA0115321089,AGI.TO,AGI.TO,Edelmetalle ⛏️,Basic Materials,Gold,Canada,CAD,61.26,59.13,2.98,26.01,0.0,77.2,Seitwärts,68.7,Zyklus-Hoch,0.311269,0.394656,43.9248,0.028476,0.02283,0.210164,935208.33,57290860.93,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CA0115321089,AGI.TO,Gold,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,AGI.TO
2899.HK,ZIJIN MINING,2899.HK,43.72,HKD,3.31,25.29,0.0,Seitwärts,0.0,0.0,77.8,53.8,Zyklus-neutral,28.01,74.84,129.0,31392294912.0,1275161870336.0,327443021824.0,2.46,8.1,13.91,22.01,1.199,46.16,"[16.2, 56.02, 0.0, 46.24, 20.58]",16.63815,71.7,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.8333333333333334, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CNE100000502,2899.HK,2899.HK,Fundament,43.4,0.029056,0.021997,0.226537,67088195.23,2933095977.5,27.8854,0.567847,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.297545,,,,,,,0.0,65.16,33.48,,neutral,stock,,,,0.0422134122701132,2899.HK,ZIJIN MINING,CNE100000502,2899.HK,2899.HK,Fundament,Basic Materials,Gold,China,HKD,43.72,43.4,3.31,25.29,0.0,71.7,Seitwärts,77.8,Zyklus-neutral,0.297545,0.567847,27.8854,0.029056,0.021997,0.226537,67088195.23,2933095977.5,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CNE100000502,2899.HK,Gold,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,2899.HK
JNJ,Johnson & Johnson,JNJ,239.6300048828125,USD,48.5295525195484,24.76,0.0,Seitwärts,0.0,0.0,79.0,76.2,Zyklus-neutral,35.56,57.766,218.0,0.0,601488490496.0,94193000448.0,0.0,9.1,28.46,37.56,1.0,75.59,"[18.2, 71.12, 0.0, 23.78, 14.01]",18.998785,83.1,HIGH,"{""coverage"": 1.0, ""confluence"": 0.8, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.808641975308642, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US4781601046 ,JNJ,JNJ,Pharma 🧪,224.44,0.1916306207734334,0.1524916760857542,0.1272509991607181,9272240.0,2221906916.4746094,187.7027244567871,0.2766463863340465,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.1740811173834495,Healthcare,Drug Manufacturers - General,United States,,2.0372084569802773,54.73986415943053,0.0,65.52,35.81,,neutral,stock,,,,0.0422134122701132,JNJ,Johnson & Johnson,US4781601046,JNJ,JNJ,Pharma 🧪,Healthcare,Drug Manufacturers - General,United States,USD,239.6300048828125,224.44,48.5295525195484,24.76,0.0,83.1,Seitwärts,79.0,Zyklus-neutral,0.1740811173834495,0.2766463863340465,187.7027244567871,0.1916306207734334,0.1524916760857542,0.1272509991607181,9272240.0,2221906916.4746094,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,JNJ,JNJ,Drug Manufacturers - General,,none,,,,True,True,JNJ
PAAS.TO,PAN AMER. SILVER,PAAS.TO,80.41,CAD,0.5,24.58,0.0,Seitwärts,0.0,0.0,71.7,41.7,Zyklus-neutral,11.29,13.316,97.0,996537472.0,33913999360.0,3254799872.0,2.94,19.3,19.48,38.78,2.313,68.03,"[38.6, 22.58, 0.0, 58.27, 22.51]",16.049044,73.0,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.2962962962962963, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA6979001089,PAAS.TO,PAAS.TO,Edelmetalle ⛏️,87.0,0.033037,0.026267,0.207959,1100598.33,88499116.01,51.3876,0.564774,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.505245,,,,,,,0.0,64.54,34.65,,neutral,stock,,,,0.0422134122701132,PAAS.TO,PAN AMER. SILVER,CA6979001089,PAAS.TO,PAAS.TO,Edelmetalle ⛏️,Basic Materials,Gold,Canada,CAD,80.41,87.0,0.5,24.58,0.0,73.0,Seitwärts,71.7,Zyklus-neutral,0.505245,0.564774,51.3876,0.033037,0.026267,0.207959,1100598.33,88499116.01,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CA6979001089,PAAS.TO,Gold,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,PAAS.TO
HL,HECLA MNG,HL,22.98,USD,-4.01,24.48,0.0,Seitwärts,0.0,0.0,73.7,12.4,Zyklus-Tief,8.88,11.711,7.0,107837000.0,15551884288.0,1224562944.0,0.69,67.1,16.27,83.37,2.153,80.04,"[100.0, 17.76, 0.0, 87.58, 22.19]",21.58091,81.0,HIGH,"{""coverage"": 1.0, ""confluence"": 0.8, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.5987654320987654, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US4227041062,HL,HL,Edelmetalle ⛏️,28.27,0.045155,0.030624,0.330085,24938640.0,573089935.78,12.0136,0.912828,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.621545,,,,,,,0.0,67.49,40.14,,neutral,stock,,,,0.0422134122701132,HL,HECLA MNG,US4227041062,HL,HL,Edelmetalle ⛏️,Basic Materials,Other Precious Metals & Mining,United States,USD,22.98,28.27,-4.01,24.48,0.0,81.0,Seitwärts,73.7,Zyklus-Tief,0.621545,0.912828,12.0136,0.045155,0.030624,0.330085,24938640.0,573089935.78,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,US4227041062,HL,Other Precious Metals & Mining,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,HL
6503.T,MITSUBISHI EL.,6503.T,5814.0,JPY,1.06,24.17,0.09,BUY,5152.0,5863.86,79.6,100.0,Zyklus-Hoch,9.51,8.262,95.0,252386869248.0,11700824702976.0,5677370048512.0,2.16,4.9,6.59,11.49,1.988,49.55,"[9.8, 19.02, 0.0, 20.0, 0.0]",35.206493,74.5,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.9506172839506173, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",JP3902400005,6503.T,6503.T,Hardware 💻,4886.0,0.023985,0.013599,0.240845,5985788.33,34801373370.0,3767.6596,0.543133,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.294648,,,,,,,0.0,54.39,18.25,,neutral,stock,,,,0.0422134122701132,6503.T,MITSUBISHI EL.,JP3902400005,6503.T,6503.T,Hardware 💻,Industrials,Electrical Equipment & Parts,Japan,JPY,5814.0,4886.0,1.06,24.17,0.09,74.5,BUY,79.6,Zyklus-Hoch,0.294648,0.543133,3767.6596,0.023985,0.013599,0.240845,5985788.33,34801373370.0,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,JP3902400005,6503.T,Electrical Equipment & Parts,Hardware,pillar,50.0,heuristic from official taxonomy,"robotics, automation",True,True,6503.T
GOOGL,ALPHABET INC.A,GOOGL,300.8800048828125,USD,75.25869993118874,23.87,0.0,Seitwärts,0.0,0.0,75.0,4.9,Zyklus-Tief,35.71,16.133,26.0,38088376320.0,3794015354880.0,402835996672.0,1.0,18.0,32.81,50.81,2.005,81.35,"[36.0, 71.42, 0.0, 95.07, 21.4]",23.884943,74.1,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.9135802469135802, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US02079K3059,GOOGL,GOOGL,Gehirn,335.67,0.3092042245307163,0.183687337811797,0.1667626609093029,40271485.0,12116884603.43811,252.2150959777832,0.1929500243289008,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,-0.0572170964590138,Communication Services,Internet Content & Information,United States,,1.4249478864060583,83.80375414247692,0.0,62.74,33.78,,neutral,stock,,,,0.0422134122701132,GOOGL,ALPHABET INC.A,US02079K3059,GOOGL,GOOGL,Gehirn,Communication Services,Internet Content & Information,United States,USD,300.8800048828125,335.67,75.25869993118874,23.87,0.0,74.1,Seitwärts,75.0,Zyklus-Tief,-0.0572170964590138,0.1929500243289008,252.2150959777832,0.3092042245307163,0.183687337811797,0.1667626609093029,40271485.0,12116884603.43811,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,GOOGL,GOOGL,Internet Content & Information,Gehirn,pillar,55.0,heuristic from official taxonomy,"ai, software, semis",True,True,GOOGL
INCY,INCYTE DL,INCY,100.05,USD,-8.24,23.21,0.0,Seitwärts,0.0,0.0,66.1,14.5,Zyklus-Tief,30.39,0.887,0.0,531249760.0,18516510720.0,4813105152.0,2.87,20.0,24.7,44.7,3.195,106.03,"[40.0, 60.78, 55.65, 85.47, 21.36]",11.185932,69.6,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.45679012345679015, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US45337C1027,INCY,INCY,Pharma & Gesundheit,103.95,0.022389,0.016097,0.258468,2087193.33,208823699.37,84.9469,0.177795,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,-0.090524,,,,,,,0.0,59.25,29.78,,neutral,stock,,,,0.0422134122701132,INCY,INCYTE DL,US45337C1027,INCY,INCY,Pharma & Gesundheit,Healthcare,Biotechnology,United States,USD,100.05,103.95,-8.24,23.21,0.0,69.6,Seitwärts,66.1,Zyklus-Tief,-0.090524,0.177795,84.9469,0.022389,0.016097,0.258468,2087193.33,208823699.37,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,US45337C1027,INCY,Biotechnology,Gehirn,pillar,55.0,heuristic from official taxonomy,"ai, software, semis",True,True,INCY
