Ticker,Name,Yahoo,ISIN,Symbol,YahooSymbol,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency,Perf 1D %,Perf 1Y %,OpportunityScore,RiskScore,ScoreDiversificationPenalty,ScoreDiversificationBreakdown,ScoreError,ScoreMarketRegime,ScoreAssetClass,ScoreRiskMult,ScoreOppW,ScoreRiskW,ScoreMarketTrend200,ticker,name,isin,symbol,yahoo_symbol,category,sector,industry,country,currency,price,price_eur,perf_1d_pct,perf_1y_pct,perf_pct,score,crv,confidence,diversification_penalty,elliott_signal,mc_chance,cycle,cycle_status,rs3m,trend200,sma200,volatility,downside_dev,max_drawdown,avg_volume,dollar_volume,regime_stock,trend200_stock,regime_crypto,trend200_crypto,market_date,trend_ok,liquidity_ok,is_crypto,score_status,crypto_base,quote_currency,asset_id,ticker_display,cluster_official,pillar_primary,bucket_type,pillar_confidence,pillar_reason,pillar_tags,TrendOK,LiquidityOK
US7739031091 ,ROCKWELL AU.,ROK,US7739031091 ,ROK,ROK,390.1650085449219,USD,31.089433751933292,27.87,0.0,Seitwärts,0.0,0.0,66.6,18.2,Zyklus-Tief,23.74,99289.0,134.0,1025500032.0,49741873152.0,8566000128.0,2.06,11.9,11.56,23.46,1156.0,86.72,"[23.8, 47.48, 0.0, 81.79, 11.78]",30.140837,59.0,MED,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5001801801801802, ""liquidity"": 0.5629139072847682, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Hardware 💻,420.36,0.32030991743370607,0.22123213154167157,0.27775577298934573,1142308.6,445688844.6799378,356.7472705078125,0.09367342317585448,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.018974361667140727,Industrials,Specialty Industrial Machinery,United States,,-1.0662541837180406,31.089433751933292,56.72,42.86,0.0,"{""penalty_points"": 0.0, ""label"": ""low"", ""category"": ""Industrials"", ""category_share"": 0.1067, ""category_penalty"": 0.0, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,ROK,ROCKWELL AU.,US7739031091,ROK,ROK,Hardware 💻,Industrials,Specialty Industrial Machinery,United States,USD,390.1650085449219,420.36,-1.0662541837180406,31.089433751933292,31.089433751933292,27.87,0.0,59.0,0.0,Seitwärts,66.6,18.2,Zyklus-Tief,0.018974361667140727,0.09367342317585448,356.7472705078125,0.32030991743370607,0.22123213154167157,0.27775577298934573,1142308.6,445688844.6799378,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,ROK,ROK,Specialty Industrial Machinery,Hardware,pillar,50,heuristic from official taxonomy,"robotics, automation",True,True
CA11777Q2099,B2GOLD CORP.,BTO.TO,CA11777Q2099,BTO.TO,BTO.TO,7.199999809265137,CAD,98.39829398028238,26.75,0.0,Seitwärts,0.0,0.0,71.4,64.9,Zyklus-neutral,7.23,18916.0,145.0,45092624.0,10475671552.0,2507048960.0,0.43,74.7,8.75,83.45,1034.0,66.1,"[100.0, 14.46, 0.0, 35.11, 31.38]",6.9789095,71.1,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 1.0, ""regime_align"": 0.6843243243243243, ""liquidity"": 0.23841059602649006, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,7.47,0.502279949230918,0.3819961200695492,0.35576919202449264,8791657.25,63299930.52312446,5.795701875686645,0.2422998911434031,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.23408615952242995,Basic Materials,Gold,Canada,,-2.0408176505266273,98.39829398028238,60.43,55.88,0.79,"{""penalty_points"": 0.79, ""label"": ""low"", ""category"": ""Basic Materials"", ""category_share"": 0.2067, ""category_penalty"": 0.79, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,BTO.TO,B2GOLD CORP.,CA11777Q2099,BTO.TO,BTO.TO,Edelmetalle ⛏️,Basic Materials,Gold,Canada,,7.199999809265137,7.47,-2.0408176505266273,98.39829398028238,98.39829398028238,26.75,0.0,71.1,0.79,Seitwärts,71.4,64.9,Zyklus-neutral,0.23408615952242995,0.2422998911434031,5.795701875686645,0.502279949230918,0.3819961200695492,0.35576919202449264,8791657.25,63299930.52312446,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,BTO.TO,BTO.TO,Gold,Fundament,pillar,55,heuristic from official taxonomy,"materials, mining",True,True
,Harmony Gold Mining Company,HMY,,HMY,HMY,19.924999237060547,USD,75.46613902496584,26.65,0.0,Seitwärts,0.0,0.0,60.2,27.3,Zyklus-neutral,32.52,4925.0,98.0,10437374976.0,2812910080.0,73896001536.0,371.05,22.7,19.46,42.16,1.72,23.91,"[45.4, 65.04, 0.0, 72.74, 27.31]",8.793388,68.9,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.6038288288288288, ""liquidity"": 0.3443708609271523, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Tech 💻,,0.650091384233744,0.46630651330294676,0.3063927011427632,5884082.8,117240345.30080108,17.199074974060057,0.15849249259694353,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.1376958524398313,Basic Materials,Gold,South Africa,,-5.07384728761664,75.46613902496584,60.87,57.72,0.79,"{""penalty_points"": 0.79, ""label"": ""low"", ""category"": ""Basic Materials"", ""category_share"": 0.2067, ""category_penalty"": 0.79, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,HMY,Harmony Gold Mining Company,,HMY,HMY,Tech 💻,Basic Materials,Gold,South Africa,USD,19.924999237060547,,-5.07384728761664,75.46613902496584,75.46613902496584,26.65,0.0,68.9,0.79,Seitwärts,60.2,27.3,Zyklus-neutral,0.1376958524398313,0.15849249259694353,17.199074974060057,0.650091384233744,0.46630651330294676,0.3063927011427632,5884082.8,117240345.30080108,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,HMY,HMY,Gold,Fundament,pillar,55,heuristic from official taxonomy,"materials, mining",True,True
CA29446Y5020,EQUINOX GOLD,EQX.TO,CA29446Y5020,EQX.TO,EQX.TO,20.829999923706055,CAD,109.34673691460569,26.36,0.0,Seitwärts,0.0,0.0,69.9,55.9,Zyklus-neutral,1.41,34774.0,0.0,247383744.0,18424088576.0,2296356096.0,1.34,91.2,2.71,93.91,1074.0,60.19,"[100.0, 2.82, 0.0, 44.08, 30.27]",14.130916,65.6,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.7356306306306306, ""liquidity"": 0.2516556291390728, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,22.8,0.5369847611181027,0.35798689281300844,0.23274162264387666,3233312.5,67349899.12831783,14.181850006580353,0.4687787498838989,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.1246548774176588,Basic Materials,Gold,Canada,,-3.2512807274253652,109.34673691460569,58.54,51.9,0.79,"{""penalty_points"": 0.79, ""label"": ""low"", ""category"": ""Basic Materials"", ""category_share"": 0.2067, ""category_penalty"": 0.79, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,EQX.TO,EQUINOX GOLD,CA29446Y5020,EQX.TO,EQX.TO,Edelmetalle ⛏️,Basic Materials,Gold,Canada,,20.829999923706055,22.8,-3.2512807274253652,109.34673691460569,109.34673691460569,26.36,0.0,65.6,0.79,Seitwärts,69.9,55.9,Zyklus-neutral,0.1246548774176588,0.4687787498838989,14.181850006580353,0.5369847611181027,0.35798689281300844,0.23274162264387666,3233312.5,67349899.12831783,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,EQX.TO,EQX.TO,Gold,Fundament,pillar,55,heuristic from official taxonomy,"materials, mining",True,True
,CONSTELLIUM SE,CSTM,,CSTM,CSTM,22.864999771118164,USD,147.45671360932505,26.05,0.0,Seitwärts,0.0,0.0,75.4,36.6,Zyklus-neutral,12.18,247045.0,0.0,27942560.0,5423435776.0,7968999936.0,0.52,20.2,1.42,21.62,1277.0,95.58,"[40.4, 24.36, 0.0, 63.36, 17.64]",15.379264,65.9,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.8656306306306307, ""liquidity"": 0.1920529801324503, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Mining ⛏️,22.72,0.5158811199942348,0.2976437328481031,0.37245317669136113,1569321.5,35882535.738310814,15.952574977874756,0.43331091079844586,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.4634255698821754,Basic Materials,Aluminum,France,,-1.8248223602508884,147.45671360932505,61.06,61.21,0.79,"{""penalty_points"": 0.79, ""label"": ""low"", ""category"": ""Basic Materials"", ""category_share"": 0.2067, ""category_penalty"": 0.79, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,CSTM,CONSTELLIUM SE,,CSTM,CSTM,Mining ⛏️,Basic Materials,Aluminum,France,USD,22.864999771118164,22.72,-1.8248223602508884,147.45671360932505,147.45671360932505,26.05,0.0,65.9,0.79,Seitwärts,75.4,36.6,Zyklus-neutral,0.4634255698821754,0.43331091079844586,15.952574977874756,0.5158811199942348,0.2976437328481031,0.37245317669136113,1569321.5,35882535.738310814,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,CSTM,CSTM,Aluminum,Fundament,pillar,55,heuristic from official taxonomy,"materials, mining",True,True
US6934831099,POSCO HOL.ADR,PKX,US6934831099,PKX,PKX,64.66000366210938,USD,52.94182506455727,25.85,2.86,BUY,65.49,81.98,67.1,47.7,Zyklus-neutral,0.81,45676.0,278.0,0.0,19552163332096.0,69095001161728.0,0.0,-5.4,0.95,-4.45,1896.0,2.67,"[0.0, 1.62, 0.0, 72.33, 23.17]",12.655211,52.3,MED,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.6441891891891892, ""liquidity"": 0.10596026490066224, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Fundament,63.17,0.41303630324732393,0.2200297688821601,0.25573480196403753,183847.6,11887586.48927002,52.71371910095215,0.22662572030402317,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.1722809081248886,Basic Materials,Steel,South Korea,,-1.462967150702621,52.94182506455727,54.44,41.65,0.79,"{""penalty_points"": 0.79, ""label"": ""low"", ""category"": ""Basic Materials"", ""category_share"": 0.2067, ""category_penalty"": 0.79, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,PKX,POSCO HOL.ADR,US6934831099,PKX,PKX,Fundament,Basic Materials,Steel,South Korea,USD,64.66000366210938,63.17,-1.462967150702621,52.94182506455727,52.94182506455727,25.85,2.86,52.3,0.79,BUY,67.1,47.7,Zyklus-neutral,0.1722809081248886,0.22662572030402317,52.71371910095215,0.41303630324732393,0.2200297688821601,0.25573480196403753,183847.6,11887586.48927002,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,PKX,PKX,Steel,Fundament,pillar,55,heuristic from official taxonomy,"materials, mining",True,True
US3364331070 ,FIRST SOLAR INC,FSLR,US3364331070 ,FSLR,FSLR,226.02499389648438,USD,38.776325089133735,25.77,0.0,Seitwärts,0.0,0.0,59.4,31.0,Zyklus-neutral,16.86,9893.0,0.0,168763744.0,23129389056.0,5050625024.0,0.73,79.7,27.73,107.43,1.91,103.86,"[100.0, 33.72, 0.0, 69.03, 32.13]",9.727635,61.0,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.33990990990990994, ""liquidity"": 0.5827814569536424, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Energie,236.58,0.639672663140607,0.41826387263098985,0.26637820744700336,2345460.05,530132593.48569787,211.22347526550294,0.07007515908151918,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,-0.12629192069266781,Technology,Solar,United States,,0.1661865766200865,38.776325089133735,56.39,51.82,0.0,"{""penalty_points"": 0.0, ""label"": ""low"", ""category"": ""Technology"", ""category_share"": 0.1667, ""category_penalty"": 0.0, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,FSLR,FIRST SOLAR INC,US3364331070,FSLR,FSLR,Energie,Technology,Solar,United States,USD,226.02499389648438,236.58,0.1661865766200865,38.776325089133735,38.776325089133735,25.77,0.0,61.0,0.0,Seitwärts,59.4,31.0,Zyklus-neutral,-0.12629192069266781,0.07007515908151918,211.22347526550294,0.639672663140607,0.41826387263098985,0.26637820744700336,2345460.05,530132593.48569787,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,FSLR,FSLR,Solar,Energie,pillar,45,heuristic from official taxonomy,"grid, storage, electrification",True,True
US30231G1022 ,EXXON MOBIL CORP,XOM,US30231G1022 ,XOM,XOM,145.99000549316406,USD,37.10379231463079,25.75,0.0,BUY,125.93,136.59,68.0,91.8,Zyklus-Hoch,11.08,16329.0,272.0,12923750400.0,673590607872.0,323904995328.0,1.92,-1.3,8.9,7.6,1153.0,67.11,"[0.0, 22.16, 0.0, 28.24, 12.41]",18.14254,67.0,MED,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 1.0, ""regime_align"": 0.6878378378378378, ""liquidity"": 0.8278145695364238, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Energie ⚡,136.58,0.24666821230456448,0.1878876074693965,0.16053426433645412,21615893.0,3155704337.8096466,113.91929317474366,0.2815213422122127,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.21259264781647258,Energy,Oil & Gas Integrated,United States,,-1.657117888615256,37.10379231463079,47.6,24.73,0.0,"{""penalty_points"": 0.0, ""label"": ""low"", ""category"": ""Energy"", ""category_share"": 0.06, ""category_penalty"": 0.0, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,XOM,EXXON MOBIL CORP,US30231G1022,XOM,XOM,Energie ⚡,Energy,Oil & Gas Integrated,United States,USD,145.99000549316406,136.58,-1.657117888615256,37.10379231463079,37.10379231463079,25.75,0.0,67.0,0.0,BUY,68.0,91.8,Zyklus-Hoch,0.21259264781647258,0.2815213422122127,113.91929317474366,0.24666821230456448,0.1878876074693965,0.16053426433645412,21615893.0,3155704337.8096466,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,XOM,XOM,Oil & Gas Integrated,Energie,pillar,,derived from legacy category,,True,True
CNE1000003W8,PETROCHINA CO.,0857.HK,CNE1000003W8,0857.HK,0857.HK,9.239999771118164,HKD,64.74039065312154,25.65,0.0,Seitwärts,0.0,0.0,72.7,69.6,Zyklus-neutral,10.21,20439.0,552.0,37757001728.0,1962411294720.0,2849543028736.0,1.92,2.3,5.55,7.85,1148.0,26.73,"[4.6, 20.42, 0.0, 30.38, 21.24]",9.865313,62.1,MED,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 1.0, ""regime_align"": 0.5207657657657658, ""liquidity"": 0.6688741721854304, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Energie,8.81,0.28517714358725393,0.2775588053499682,0.19003112934236177,112246081.8,1037153770.1409107,7.537916281223297,0.22580291772869665,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,-0.0027676536744623004,Energy,Oil & Gas Integrated,China,,2.099442832916365,64.74039065312154,50.04,32.71,0.0,"{""penalty_points"": 0.0, ""label"": ""low"", ""category"": ""Energy"", ""category_share"": 0.06, ""category_penalty"": 0.0, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,0857.HK,PETROCHINA CO.,CNE1000003W8,0857.HK,0857.HK,Energie,Energy,Oil & Gas Integrated,China,,9.239999771118164,8.81,2.099442832916365,64.74039065312154,64.74039065312154,25.65,0.0,62.1,0.0,Seitwärts,72.7,69.6,Zyklus-neutral,-0.0027676536744623004,0.22580291772869665,7.537916281223297,0.28517714358725393,0.2775588053499682,0.19003112934236177,112246081.8,1037153770.1409107,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,0857.HK,0857.HK,Oil & Gas Integrated,Energie,pillar,,derived from legacy category,,True,True
US1924221039 ,COGNEX CORP.,CGNX,US1924221039 ,CGNX,CGNX,57.5099983215332,USD,75.62694197422941,25.32,1.15,BUY,42.33,48.59,56.8,94.1,Zyklus-Hoch,7.21,5298.0,78.0,180942256.0,7082582016.0,971705024.0,2.55,18.0,11.33,29.33,3964.0,100.6,"[36.0, 14.42, 0.0, 25.87, 10.85]",38.553066,70.8,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.9226576576576577, ""liquidity"": 0.4039735099337749, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Hardware 💻,39.72,0.601066199085688,0.34930315237252524,0.3149838804005066,2602629.85,149677238.30507222,38.487299833297726,0.49425910808577367,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.5446577776180104,Technology,Scientific & Technical Instruments,United States,,-2.1772454057847668,75.62694197422941,54.01,46.63,0.0,"{""penalty_points"": 0.0, ""label"": ""low"", ""category"": ""Technology"", ""category_share"": 0.1667, ""category_penalty"": 0.0, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,CGNX,COGNEX CORP.,US1924221039,CGNX,CGNX,Hardware 💻,Technology,Scientific & Technical Instruments,United States,USD,57.5099983215332,39.72,-2.1772454057847668,75.62694197422941,75.62694197422941,25.32,1.15,70.8,0.0,BUY,56.8,94.1,Zyklus-Hoch,0.5446577776180104,0.49425910808577367,38.487299833297726,0.601066199085688,0.34930315237252524,0.3149838804005066,2602629.85,149677238.30507222,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,CGNX,CGNX,Scientific & Technical Instruments,Hardware,pillar,,derived from legacy category,,True,True
GB0009223206,SMITH + NEP. DL,SN.L,GB0009223206,SN.L,SN.L,1316.5,GBp,27.660651394644198,25.02,0.0,Seitwärts,0.0,0.0,63.3,87.2,Zyklus-Hoch,9.14,62392.0,226.0,700875008.0,14034447360.0,5944000000.0,4.99,4.7,8.26,12.96,3003.0,69.36,"[9.4, 18.28, 0.0, 12.76, 21.21]",15.511343,56.3,MED,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.4798198198198198, ""liquidity"": 0.8344370860927153, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Hardware 💻,1243.0,0.28934050663813604,0.2174407496105498,0.20310198145263647,2472912.9,3255589832.85,1241.3673553466797,0.06052410217629567,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.022312643559794676,Healthcare,Medical Devices,United Kingdom,,-0.30291556228700944,27.660651394644198,49.0,32.55,0.0,"{""penalty_points"": 0.0, ""label"": ""low"", ""category"": ""Healthcare"", ""category_share"": 0.1133, ""category_penalty"": 0.0, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,SN.L,SMITH + NEP. DL,GB0009223206,SN.L,SN.L,Hardware 💻,Healthcare,Medical Devices,United Kingdom,,1316.5,1243.0,-0.30291556228700944,27.660651394644198,27.660651394644198,25.02,0.0,56.3,0.0,Seitwärts,63.3,87.2,Zyklus-Hoch,0.022312643559794676,0.06052410217629567,1241.3673553466797,0.28934050663813604,0.2174407496105498,0.20310198145263647,2472912.9,3255589832.85,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,SN.L,SN.L,Medical Devices,Hardware,pillar,,derived from legacy category,,True,True
CA2546771072,DISCOVERY SILVER,DSV.TO,CA2546771072,DSV.TO,DSV.TO,9.699999809265137,CAD,506.2499790452424,24.82,0.0,Seitwärts,0.0,0.0,78.9,27.9,Zyklus-neutral,11.07,100.0,0.0,152799680.0,7792443392.0,378971008.0,1.96,0.0,9.5,9.5,2042.0,36.13,"[0.0, 22.14, 0.0, 72.12, 35.12]",14.400001,68.7,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.9197297297297298, ""liquidity"": 0.19867549668874174, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,11.36,0.8034058199432164,0.5078029151642388,0.24299069661166095,3911702.35,37943512.04890199,5.534750006198883,0.752563313320602,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.42423023106915014,Basic Materials,Silver,Canada,,-4.71513243144599,506.2499790452424,57.59,56.27,0.79,"{""penalty_points"": 0.79, ""label"": ""low"", ""category"": ""Basic Materials"", ""category_share"": 0.2067, ""category_penalty"": 0.79, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,DSV.TO,DISCOVERY SILVER,CA2546771072,DSV.TO,DSV.TO,Edelmetalle ⛏️,Basic Materials,Silver,Canada,,9.699999809265137,11.36,-4.71513243144599,506.2499790452424,506.2499790452424,24.82,0.0,68.7,0.79,Seitwärts,78.9,27.9,Zyklus-neutral,0.42423023106915014,0.752563313320602,5.534750006198883,0.8034058199432164,0.5078029151642388,0.24299069661166095,3911702.35,37943512.04890199,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,DSV.TO,DSV.TO,Silver,Fundament,pillar,55,heuristic from official taxonomy,"materials, mining",True,True
,SMITH & NEPHEW PLC,SNN,,SNN,SNN,35.58000183105469,USD,40.532991468728305,24.79,0.0,Seitwärts,0.0,0.0,67.3,100.0,Zyklus-Hoch,9.14,62392.0,215.0,700875008.0,33722298368.0,5944000000.0,2.08,4.7,8.26,12.96,3003.0,7.72,"[9.4, 18.28, 0.0, 0.0, 16.69]",19.562094,50.7,MED,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5367117117117117, ""liquidity"": 0.16556291390728473, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Pharma 🧪,34.07,0.3029975469965778,0.22211280424194313,0.16887002154256703,889234.05,31638949.127236176,33.087432832717894,0.07533280115561158,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.06901740764967945,Healthcare,Medical Devices,United Kingdom,,-1.6583705612497224,40.532991468728305,51.05,39.94,0.0,"{""penalty_points"": 0.0, ""label"": ""low"", ""category"": ""Healthcare"", ""category_share"": 0.1133, ""category_penalty"": 0.0, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,SNN,SMITH & NEPHEW PLC,,SNN,SNN,Pharma 🧪,Healthcare,Medical Devices,United Kingdom,USD,35.58000183105469,34.07,-1.6583705612497224,40.532991468728305,40.532991468728305,24.79,0.0,50.7,0.0,Seitwärts,67.3,100.0,Zyklus-Hoch,0.06901740764967945,0.07533280115561158,33.087432832717894,0.3029975469965778,0.22211280424194313,0.16887002154256703,889234.05,31638949.127236176,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,SNN,SNN,Medical Devices,,none,,,,True,True
CA13321L1085 ,CAMECO CORP.,CCJ,CA13321L1085 ,CCJ,CCJ,113.98999786376953,USD,138.3387827059064,24.77,0.0,Seitwärts,0.0,0.0,73.6,23.1,Zyklus-neutral,8.1,14854.0,15.0,787334656.0,51645775872.0,3464176128.0,1.52,-14.7,15.18,0.48,2991.0,70.09,"[0.0, 16.2, 0.0, 76.9, 0.0]",82.52247,82.3,HIGH,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 1.0, ""regime_align"": 0.8153153153153153, ""liquidity"": 0.5960264900662252, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Energie,125.9,0.5334338977861605,0.3031762408106364,0.25694508746340994,4993980.6,569263837.9257064,83.65395757675171,0.3626372399558597,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,0.3280855682586761,Energy,Uranium,Canada,,0.9654528991664968,138.3387827059064,52.95,45.93,0.0,"{""penalty_points"": 0.0, ""label"": ""low"", ""category"": ""Energy"", ""category_share"": 0.06, ""category_penalty"": 0.0, ""crypto_share"": 0.0, ""crypto_penalty"": 0.0}",,bull,stock,,,,0.0561018378371283,CCJ,CAMECO CORP.,CA13321L1085,CCJ,CCJ,Energie,Energy,Uranium,Canada,USD,113.98999786376953,125.9,0.9654528991664968,138.3387827059064,138.3387827059064,24.77,0.0,82.3,0.0,Seitwärts,73.6,23.1,Zyklus-neutral,0.3280855682586761,0.3626372399558597,83.65395757675171,0.5334338977861605,0.3031762408106364,0.25694508746340994,4993980.6,569263837.9257064,bull,0.0561018378371283,bear,-0.3231019928707598,2026-02-17,True,True,False,OK,,,CCJ,CCJ,Uranium,Fundament,pillar,45,heuristic from official taxonomy,"grid, storage, electrification",True,True
