Ticker,Name,Yahoo,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,ISIN,Symbol,YahooSymbol,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency,Perf 1D %,Perf 1Y %,cycle,AssetType,pillar_primary,bucket_type,pillar_confidence,pillar_reason,pillar_tags,OpportunityScore,RiskScore,ScoreError,ScoreMarketRegime,ScoreAssetClass,ScoreRiskMult,ScoreOppW,ScoreRiskW,ScoreMarketTrend200,ticker,name,isin,symbol,yahoo_symbol,category,sector,industry,country,currency,price,price_eur,perf_pct,score,crv,confidence,elliott_signal,mc_chance,cycle_status,rs3m,trend200,sma200,volatility,downside_dev,max_drawdown,avg_volume,dollar_volume,regime_stock,trend200_stock,regime_crypto,trend200_crypto,market_date,trend_ok,liquidity_ok,is_crypto,score_status,crypto_base,quote_currency,asset_id,ticker_display,cluster_official
LRCX,Lam Research Corporation,LRCX,213.30999755859375,,187.22489316760655,4.11,,,,,,,,,,,,,,,,,,,,,,72.4,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 1.0, ""regime_align"": 0.46045197740113, ""liquidity"": 0.8192090395480226, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US5128073062,LRCX,LRCX,,,0.5325454525264738,0.37771083812280243,0.21013223208586906,10786064.4,2300775370.830835,155.507133102417,0.37170555011201833,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,0.27067087723884475,Technology,Semiconductor Equipment & Materials,United States,,0.7986024385221224,187.22489316760655,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",55.7,44.82,,bear,stock,,,,-0.02836744942169689,LRCX,Lam Research Corporation,US5128073062,LRCX,LRCX,,Technology,Semiconductor Equipment & Materials,United States,,213.30999755859375,,187.22489316760655,4.11,,72.4,,,,0.27067087723884475,0.37170555011201833,155.507133102417,0.5325454525264738,0.37771083812280243,0.21013223208586906,10786064.4,2300775370.830835,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,True,True,False,OK,,,LRCX,LRCX,Semiconductor Equipment & Materials
MELI,MercadoLibre Inc.,MELI,1609.824951171875,USD,-23.189881138345147,0.0,0.0,Seitwärts,0.0,0.0,50.3,20.4,Zyklus-neutral,40.65,159.296,0.0,-4066249984.0,108489015296.0,26193000448.0,-3.75,39.5,7.93,47.43,1.174,84.75,"[79.0, 81.3, 0.0, 79.65, 27.28]",33.958015,61.7,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.6727401129943503, ""liquidity"": 0.6610169491525424, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US58733R1023,MELI,MELI,Konsum 🥨,,0.3873869909457825,0.29060808027406376,0.38406544792043806,534224.55,860008010.118567,2172.13557800293,-0.2588745530092764,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.12604294809299443,Consumer Cyclical,Internet Retail,Uruguay,USD,-1.2976805001395864,-23.189881138345147,20.4,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",50.25,51.08,,bear,stock,,,,-0.02836744942169689,MELI,MercadoLibre Inc.,US58733R1023,MELI,MELI,Konsum 🥨,Consumer Cyclical,Internet Retail,Uruguay,USD,1609.824951171875,,-23.189881138345147,0.0,0.0,61.7,Seitwärts,50.3,Zyklus-neutral,-0.12604294809299443,-0.2588745530092764,2172.13557800293,0.3873869909457825,0.29060808027406376,0.38406544792043806,534224.55,860008010.118567,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,AVOID,,,MELI,MELI,Internet Retail
META,META PLATFORMS INC,META,530.2550048828125,USD,-11.7280226328764,4.1,0.0,Seitwärts,0.0,0.0,47.0,39.9,Zyklus-neutral,30.24,39.164,31.0,23432374272.0,1700112498688.0,200965996544.0,1.38,23.8,30.08,53.88,2.599,79.52,"[47.6, 60.48, 0.0, 60.14, 29.7]",18.803259,84.4,HIGH,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 1.0, ""regime_align"": 0.7758474576271186, ""liquidity"": 0.8870056497175142, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US30303M1027,META,META,Tech 💻,673.89,0.39533389611740033,0.26280340992869644,0.3272147604671962,14092822.55,7472789690.0628605,686.5076681518555,-0.2276051244841738,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.12854787656948863,Communication Services,Internet Content & Information,United States,USD,-3.156842210281141,-11.7280226328764,39.9,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",52.01,41.29,,bear,stock,,,,-0.02836744942169689,META,META PLATFORMS INC,US30303M1027,META,META,Tech 💻,Communication Services,Internet Content & Information,United States,USD,530.2550048828125,673.89,-11.7280226328764,4.1,0.0,84.4,Seitwärts,47.0,Zyklus-neutral,-0.12854787656948863,-0.2276051244841738,686.5076681518555,0.39533389611740033,0.26280340992869644,0.3272147604671962,14092822.55,7472789690.0628605,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,OK,,,META,META,Internet Content & Information
MSFT,MICROSOFT DL,MSFT,360.0199890136719,USD,-7.118593011984298,8.25,0.0,Seitwärts,0.0,0.0,53.6,43.2,Zyklus-neutral,34.39,31.539,88.0,53640626176.0,3102605836288.0,305453006848.0,1.73,16.7,39.04,55.74,1.386,76.1,"[33.4, 68.78, 0.0, 56.83, 36.18]",21.908993,82.3,HIGH,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 1.0, ""regime_align"": 0.9110522598870057, ""liquidity"": 0.9096045197740112, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US5949181045,MSFT,MSFT,Gehirn,481.15,0.2641891561586263,0.19844788738678454,0.3330804265161067,31779812.35,11441367693.103554,477.39136520385745,-0.24585986413907002,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.18879453866717444,Technology,Software - Infrastructure,United States,USD,-1.6258196538472602,-7.118593011984298,43.2,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",51.7,32.12,,bear,stock,,,,-0.02836744942169689,MSFT,MICROSOFT DL,US5949181045,MSFT,MSFT,Gehirn,Technology,Software - Infrastructure,United States,USD,360.0199890136719,481.15,-7.118593011984298,8.25,0.0,82.3,Seitwärts,53.6,Zyklus-neutral,-0.18879453866717444,-0.24585986413907002,477.39136520385745,0.2641891561586263,0.19844788738678454,0.3330804265161067,31779812.35,11441367693.103554,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,OK,,,MSFT,MSFT,Software - Infrastructure
MU,MICRON TECHNOLOGY INC,MU,365.3900146484375,USD,302.13634619038777,9.11,0.0,Seitwärts,0.0,0.0,76.3,0.0,Zyklus-Tief,22.55,21.244,12.0,444249984.0,422271320064.0,42311999488.0,0.11,56.7,28.15,84.85,2.46,83.37,"[100.0, 45.1, 0.0, 100.0, 21.56]",8.597669,84.5,HIGH,"{""coverage"": 1.0, ""confluence"": 1.0, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5912782485875706, ""liquidity"": 0.9378531073446328, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US5951121038,MU,MU,Tech 💻,414.04,0.6425637540054879,0.42751108918449005,0.28911516216517363,42949928.5,15693475003.764343,238.41880443572998,0.5325553515512862,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,0.3548698669175673,Technology,Semiconductors,United States,USD,2.793569862169498,302.13634619038777,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",71.42,49.27,,bear,stock,,,,-0.02836744942169689,MU,MICRON TECHNOLOGY INC,US5951121038,MU,MU,Tech 💻,Technology,Semiconductors,United States,USD,365.3900146484375,414.04,302.13634619038777,9.11,0.0,84.5,Seitwärts,76.3,Zyklus-Tief,0.3548698669175673,0.5325553515512862,238.41880443572998,0.6425637540054879,0.42751108918449005,0.28911516216517363,42949928.5,15693475003.764343,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,True,True,False,OK,,,MU,MU,Semiconductors
NVDA,NVIDIA CORP.,NVDA,169.0449981689453,USD,51.74084381957351,14.41,0.0,Seitwärts,0.0,0.0,60.0,73.6,Zyklus-neutral,107.36,9.102,2.0,53282873344.0,4531735756800.0,187141996544.0,1.18,62.5,53.01,115.51,4.468,69.59,"[100.0, 100.0, 0.0, 26.36, 30.04]",24.441496,86.2,HIGH,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 1.0, ""regime_align"": 0.8336511299435028, ""liquidity"": 0.9491525423728814, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US67066G1040,NVDA,NVDA,Gehirn,186.47,0.4113647279238302,0.25886775575663024,0.1834256351622795,176248558.95,29793937324.982,179.21617607116698,-0.05675368220211707,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.04138031846753076,Technology,Semiconductors,United States,USD,-1.2818309120565696,51.74084381957351,73.6,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",62.47,29.3,,bear,stock,,,,-0.02836744942169689,NVDA,NVIDIA CORP.,US67066G1040,NVDA,NVDA,Gehirn,Technology,Semiconductors,United States,USD,169.0449981689453,186.47,51.74084381957351,14.41,0.0,86.2,Seitwärts,60.0,Zyklus-neutral,-0.04138031846753076,-0.05675368220211707,179.21617607116698,0.4113647279238302,0.25886775575663024,0.1834256351622795,176248558.95,29793937324.982,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,OK,,,NVDA,NVDA,Semiconductors
NXP,NXP SEMICONDUCTORS NV,NXP,14.119999885559082,USD,3.3521780585356264,6.78,0.0,Seitwärts,0.0,0.0,48.7,100.0,Zyklus-Hoch,1.13,100.0,446.0,0.0,741452096.0,34414504.0,0.0,9.1,24.21,33.31,4.03,15.78,"[18.2, 2.26, 0.0, 0.0, 25.0]",0.0,58.4,MED,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.7227401129943503, ""liquidity"": 0.062146892655367214, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",NL0009538784,NXP,NXP,Tech 💻,13.93,0.07107234147472098,0.057505299085751894,0.05138894257432103,124265.35,1754626.7277789593,13.969678044319153,0.010760580219746574,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,0.08557147439892276,Financial Services,Asset Management,United States,USD,-0.2824856093507466,3.3521780585356264,100.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",49.2,32.86,,bear,stock,,,,-0.02836744942169689,NXP,NXP SEMICONDUCTORS NV,NL0009538784,NXP,NXP,Tech 💻,Financial Services,Asset Management,United States,USD,14.119999885559082,13.93,3.3521780585356264,6.78,0.0,58.4,Seitwärts,48.7,Zyklus-Hoch,0.08557147439892276,0.010760580219746574,13.969678044319153,0.07107234147472098,0.057505299085751894,0.05138894257432103,124265.35,1754626.7277789593,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,True,False,False,OK,,,NXP,NXP,Asset Management
ON,ON SEMICOND.,ON,58.88999938964844,USD,34.574958063172815,2.27,1.76,BUY,66.86,79.21,59.9,88.0,Zyklus-Hoch,1.5,39.064,0.0,1250724992.0,27005202432.0,5995400192.0,4.63,-11.2,2.02,-9.18,4.522,109.63,"[0.0, 3.0, 0.0, 31.95, 17.06]",16.742908,55.2,MED,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.3164901129943503, ""liquidity"": 0.5536723163841808, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US6821891057,ON,ON,Gehirn,63.03,0.5812401845513009,0.39393690775678336,0.28102480420585485,7048050.75,415059704.3657112,55.25315002441406,0.06582157512517206,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,0.14342777969620035,Technology,Semiconductors,United States,USD,-3.2528332133733073,34.574958063172815,88.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",53.37,46.52,,bear,stock,,,,-0.02836744942169689,ON,ON SEMICOND.,US6821891057,ON,ON,Gehirn,Technology,Semiconductors,United States,USD,58.88999938964844,63.03,34.574958063172815,2.27,1.76,55.2,BUY,59.9,Zyklus-Hoch,0.14342777969620035,0.06582157512517206,55.25315002441406,0.5812401845513009,0.39393690775678336,0.28102480420585485,7048050.75,415059704.3657112,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,True,True,False,OK,,,ON,ON,Semiconductors
ORCL,ORACLE CORP,ORCL,140.1894073486328,USD,-2.8604993508669185,0.0,0.0,Seitwärts,0.0,0.0,47.1,57.0,Zyklus-neutral,69.03,432.511,125.0,-10208000000.0,571854749696.0,61015998464.0,-1.79,14.2,25.28,39.48,0.909,45.01,"[28.4, 100.0, 0.0, 42.99, 50.22]",20.229126,56.6,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.0, ""regime_align"": 0.651024011299435, ""liquidity"": 0.8587570621468926, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US68389X1054,ORCL,ORCL,Tech 💻,174.77,0.6170583110108576,0.31677682150831477,0.5824985578937847,28392073.15,3980267908.29753,218.65316215515136,-0.3588503090151627,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.2187292081169533,Technology,Software - Infrastructure,United States,USD,-1.8350187345152258,-2.8604993508669185,57.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",48.48,61.52,,bear,stock,,,,-0.02836744942169689,ORCL,ORACLE CORP,US68389X1054,ORCL,ORCL,Tech 💻,Technology,Software - Infrastructure,United States,USD,140.1894073486328,174.77,-2.8604993508669185,0.0,0.0,56.6,Seitwärts,47.1,Zyklus-neutral,-0.2187292081169533,-0.3588503090151627,218.65316215515136,0.6170583110108576,0.31677682150831477,0.5824985578937847,28392073.15,3980267908.29753,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,AVOID,,,ORCL,ORCL,Software - Infrastructure
PLTR,PALANTIR TECHN.,PLTR,143.72999572753906,USD,59.54046128325592,2.47,0.0,Seitwärts,0.0,0.0,54.0,30.5,Zyklus-neutral,25.98,3.063,0.0,1260918400.0,326150029312.0,4475445760.0,0.39,70.0,36.31,106.31,7.11,60.57,"[100.0, 51.96, 0.0, 69.5, 4.56]",77.01267,68.7,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.6645833333333333, ""liquidity"": 0.8757062146892656, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US69608A1088,PLTR,PLTR,Gehirn,167.47,0.5751282678677202,0.40838625756957203,0.378125297361536,47580313.75,6838718292.002468,164.02622520446778,-0.12373770994015343,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.1670191542252526,Technology,Software - Infrastructure,United States,USD,-2.5955556346047293,59.54046128325592,30.5,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",55.98,48.6,,bear,stock,,,,-0.02836744942169689,PLTR,PALANTIR TECHN.,US69608A1088,PLTR,PLTR,Gehirn,Technology,Software - Infrastructure,United States,USD,143.72999572753906,167.47,59.54046128325592,2.47,0.0,68.7,Seitwärts,54.0,Zyklus-neutral,-0.1670191542252526,-0.12373770994015343,164.02622520446778,0.5751282678677202,0.40838625756957203,0.378125297361536,47580313.75,6838718292.002468,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,OK,,,PLTR,PLTR,Software - Infrastructure
SAP.DE,SAP SE O.N.,SAP.DE,142.75999450683594,EUR,-42.206490781219216,0.0,0.0,Seitwärts,0.0,0.0,35.8,68.8,Zyklus-neutral,16.46,17.84,134.0,7799625216.0,206661484544.0,36800000000.0,3.77,3.3,19.91,23.21,1.174,40.19,"[6.6, 32.92, 0.0, 31.24, 36.01]",20.883703,63.1,MED,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.7008827683615819, ""liquidity"": 0.576271186440678, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",DE0007164600,SAP.DE,SAP.DE,Gehirn,195.54,0.3507136756245244,0.29179772943853705,0.4758215850651559,3365935.65,480520954.9043632,215.43859977722167,-0.33735182713562195,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.2515590006112378,Technology,Software - Application,Germany,EUR,-1.299782142385053,-42.206490781219216,68.8,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",39.55,46.13,,bear,stock,,,,-0.02836744942169689,SAP.DE,SAP SE O.N.,DE0007164600,SAP.DE,SAP.DE,Gehirn,Technology,Software - Application,Germany,EUR,142.75999450683594,195.54,-42.206490781219216,0.0,0.0,63.1,Seitwärts,35.8,Zyklus-neutral,-0.2515590006112378,-0.33735182713562195,215.43859977722167,0.3507136756245244,0.29179772943853705,0.4758215850651559,3365935.65,480520954.9043632,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,AVOID,,,SAP.DE,SAP.DE,Software - Application
SNOW,SNOWFLAKE INC. A,SNOW,151.8800048828125,USD,-3.2488157622187153,0.0,0.0,Seitwärts,0.0,0.0,48.8,55.9,Zyklus-neutral,-53.09,125.912,0.0,1285029632.0,61811384320.0,4386721792.0,2.08,28.7,-30.76,-2.06,1.367,76.66,"[57.4, 0.0, 0.0, 44.05, 1.67]",112.415726,46.9,LOW,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.19883474576271187, ""liquidity"": 0.6214689265536724, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US8334451098,SNOW,SNOW,Gehirn,212.77,0.5223020275392457,0.3648854265482982,0.45197374303570714,4576589.95,695092503.9526306,215.733150100708,-0.2959820740951854,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.25026480696466136,Technology,Software - Application,United States,USD,-6.437501897596254,-3.2488157622187153,55.9,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",34.73,59.77,,bear,stock,,,,-0.02836744942169689,SNOW,SNOWFLAKE INC. A,US8334451098,SNOW,SNOW,Gehirn,Technology,Software - Application,United States,USD,151.8800048828125,212.77,-3.2488157622187153,0.0,0.0,46.9,Seitwärts,48.8,Zyklus-neutral,-0.25026480696466136,-0.2959820740951854,215.733150100708,0.5223020275392457,0.3648854265482982,0.45197374303570714,4576589.95,695092503.9526306,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,AVOID,,,SNOW,SNOW,Software - Application
TSMN.MX,TAIWAN SEMICON.MANU.ADR/5,TSMN.MX,5832.02978515625,MXN,70.17299976149557,19.91,2.45,BUY,6231.98,7734.88,62.8,81.8,Zyklus-Hoch,35.22,18.187,116.0,619089625088.0,159076159848448.0,3809054031872.0,0.39,20.5,45.1,65.6,2.618,16.13,"[41.0, 70.44, 0.0, 38.21, 25.0]",0.0,87.7,HIGH,"{""coverage"": 1.0, ""confluence"": 1.0, ""risk_clean"": 1.0, ""regime_align"": 0.8359463276836158, ""liquidity"": 0.10169491525423724, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US8740391003,TSMN.MX,TSMN.MX,Gehirn,5876.64,0.36407012353086865,0.24526790605748197,0.1532974828890602,1838.95,10724811.173413087,5221.6413671875,0.11689589059187333,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,0.16314226704187285,Technology,Semiconductors,Taiwan,MXN,-0.5282315340909061,70.17299976149557,81.8,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",76.84,31.38,,bear,stock,,,,-0.02836744942169689,TSMN.MX,TAIWAN SEMICON.MANU.ADR/5,US8740391003,TSMN.MX,TSMN.MX,Gehirn,Technology,Semiconductors,Taiwan,MXN,5832.02978515625,5876.64,70.17299976149557,19.91,2.45,87.7,BUY,62.8,Zyklus-Hoch,0.16314226704187285,0.11689589059187333,5221.6413671875,0.36407012353086865,0.24526790605748197,0.1532974828890602,1838.95,10724811.173413087,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,True,True,False,OK,,,TSMN.MX,TSMN.MX,Semiconductors
TTAN,ServiceTitan,TTAN,60.88999938964844,USD,-35.99957979790204,0.0,0.0,Seitwärts,0.0,0.0,38.4,26.4,Zyklus-neutral,-16.86,10.505,0.0,124609000.0,5720048128.0,916259008.0,2.18,25.0,-23.91,1.09,4.139,95.05,"[50.0, 0.0, 0.0, 73.56, 48.95]",58.844948,51.2,MED,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.2372175141242938, ""liquidity"": 0.3107344632768362, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US81764X1037,TTAN,TTAN,Tech 💻,,0.5046263135500215,0.3305431240028408,0.5304939014379142,1308278.1,79661052.71049042,96.10739986419678,-0.3664379696497023,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.3633496874394292,Technology,Software - Application,United States,USD,-3.4411702131070365,-35.99957979790204,26.4,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",31.79,54.82,,bear,stock,,,,-0.02836744942169689,TTAN,ServiceTitan,US81764X1037,TTAN,TTAN,Tech 💻,Technology,Software - Application,United States,USD,60.88999938964844,,-35.99957979790204,0.0,0.0,51.2,Seitwärts,38.4,Zyklus-neutral,-0.3633496874394292,-0.3664379696497023,96.10739986419678,0.5046263135500215,0.3305431240028408,0.5304939014379142,1308278.1,79661052.71049042,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,AVOID,,,TTAN,TTAN,Software - Application
ZETA,ZETA GLOBAL,ZETA,14.9350004196167,USD,3.931806113828884,0.0,8.58,BUY,24.9,31.9,46.3,24.7,Zyklus-neutral,-3.92,30.196,0.0,160941248.0,3953812480.0,1224702976.0,4.07,25.7,-1.86,23.84,3.011,83.76,"[51.4, 0.0, 0.0, 95.27, 53.49]",17.743103,43.4,LOW,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.164159604519774, ""liquidity"": 0.34463276836158196, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US98956A1051,ZETA,ZETA,Medien & Digitales 📱,20.1,0.7224381929440055,0.3671598070243693,0.38790980929874685,6526807.8,97477877.23175754,18.137625007629396,-0.17657353631831885,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,-0.2071663781562939,Technology,Software - Infrastructure,United States,USD,-7.120643715932684,3.931806113828884,24.7,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software",47.91,52.19,,bear,stock,,,,-0.02836744942169689,ZETA,ZETA GLOBAL,US98956A1051,ZETA,ZETA,Medien & Digitales 📱,Technology,Software - Infrastructure,United States,USD,14.9350004196167,20.1,3.931806113828884,0.0,8.58,43.4,BUY,46.3,Zyklus-neutral,-0.2071663781562939,-0.17657353631831885,18.137625007629396,0.7224381929440055,0.3671598070243693,0.38790980929874685,6526807.8,97477877.23175754,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,False,True,False,AVOID,,,ZETA,ZETA,Software - Infrastructure
0857.HK,PETROCHINA CO.,0857.HK,10.880000114440918,HKD,85.34500818524708,11.66,0.0,Seitwärts,0.0,0.0,72.7,69.6,Zyklus-neutral,10.21,20.439,552.0,37757001728.0,1962411294720.0,2849543028736.0,1.92,2.3,5.55,7.85,1.148,26.73,"[4.6, 20.42, 0.0, 30.38, 21.24]",9.865313,74.9,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 1.0, ""regime_align"": 0.5818502824858757, ""liquidity"": 0.8305084745762712, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CNE1000003W8,0857.HK,0857.HK,Energie,8.81,0.2989251118690066,0.28311138590917223,0.19003112934236177,235548265.2,2562765152.33236,8.084550173282624,0.34577680653112197,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,0.38416773752518385,Energy,Oil & Gas Integrated,China,HKD,1.492535852860155,85.34500818524708,69.6,stock,S3 Energie,pillar,82.0,manual thematic assignment after stack redesign,"energy, grid, electrification",56.12,29.07,,bear,stock,,,,-0.02836744942169689,0857.HK,PETROCHINA CO.,CNE1000003W8,0857.HK,0857.HK,Energie,Energy,Oil & Gas Integrated,China,HKD,10.880000114440918,8.81,85.34500818524708,11.66,0.0,74.9,Seitwärts,72.7,Zyklus-neutral,0.38416773752518385,0.34577680653112197,8.084550173282624,0.2989251118690066,0.28311138590917223,0.19003112934236177,235548265.2,2562765152.33236,bear,-0.02836744942169689,bear,-0.27862420895453655,2026-03-27,True,True,False,OK,,,0857.HK,0857.HK,Oil & Gas Integrated
