Ticker,Name,Yahoo,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,ISIN,Symbol,YahooSymbol,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency,Perf 1D %,Perf 1Y %,cycle,AssetType,pillar_primary,bucket_type,pillar_confidence,pillar_reason,pillar_tags
0700.HK,TENCENT HLDGS,0700.HK,546.5,HKD,7.670038333867746,0.0,0.0,Seitwärts,0.0,0.0,60.8,13.1,Zyklus-Tief,19.83,32.47,82.0,129573249024.0,5078710222848.0,729841008640.0,2.55,15.4,29.86,45.26,1.356,24.22,"[30.8, 39.66, 0.0, 86.9, 36.1]",15.502593,39.9,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8993288590604027, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",KYG875721634,0700.HK,0700.HK,Gehirn,607.0,0.28740780629108753,0.21965606023261558,0.2590405904059041,29095103.6,15900474117.400002,582.4285000610352,-0.06168740035432685,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.08694378250494739,Communication Services,Internet Content & Information,China,HKD,-0.9963768115942018,7.670038333867746,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
0700.HK,Tencent Holdings Limited,0700.HK,546.5,HKD,7.670038333867746,0.0,0.0,Seitwärts,0.0,0.0,60.8,13.1,Zyklus-Tief,19.83,32.47,82.0,129573249024.0,5078710222848.0,729841008640.0,2.55,15.4,29.86,45.26,1.356,24.22,"[30.8, 39.66, 0.0, 86.9, 36.1]",15.502593,39.9,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8993288590604027, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",KYG875721634,0700.HK,0700.HK,Gehirn,607.0,0.28740780629108753,0.21965606023261558,0.2590405904059041,29095103.6,15900474117.400002,582.4285000610352,-0.06168740035432685,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.08694378250494739,Communication Services,Internet Content & Information,China,HKD,-0.9963768115942018,7.670038333867746,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
8035.T,Tokyo Electron Limited,8035.T,39750.0,JPY,90.9869762497485,,,,,,,,,,,,,,,,,,,,,,,,,,JP3571400005,8035.T,8035.T,,,0.4978225648578318,0.377051461940797,0.28818702577473354,3472350.0,138025912500.0,30326.714365234377,0.31072557090352637,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.2319955723679794,Technology,Semiconductor Equipment & Materials,Japan,JPY,-1.924500370096227,90.9869762497485,,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
9888.HK,"Baidu, Inc. Class A",9888.HK,120.4000015258789,,33.70349521995786,,,,,,,,,,,,,,,,,,,,,,,,,,KYG070341048,9888.HK,9888.HK,,,0.4879203272735457,0.29568602623063783,0.28348909657320875,11920762.7,1435259847.2696402,112.17499992370605,0.0733229472499839,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.059806008547509615,Communication Services,Internet Content & Information,China,,-1.149426511331031,33.70349521995786,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
9988.HK,Alibaba Group Holding Limited,9988.HK,131.60000610351562,,-2.168005080049573,,,,,,,,,,,,,,,,,,,,,,,,,,KYG017191142,9988.HK,9988.HK,,,0.4889433599220925,0.3086854649643457,0.31766613243045705,80999639.05,10659552993.362562,141.14604789733886,-0.06763237041370407,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.1275859592728067,Consumer Cyclical,Internet Retail,Hong Kong,,-1.2011943553934756,-2.168005080049573,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
AMAT,"Applied Materials, Inc.",AMAT,339.4100036621094,USD,129.73722552800862,,,,,,,,,,,,,,,,,,,,,,,,,,US0382221051,AMAT,AMAT,,,0.48006916191786175,0.34634510420777165,0.21371957008629472,7630022.95,2589706117.401479,234.4473264312744,0.4477025983983809,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.25969836957514114,Technology,Semiconductor Equipment & Materials,United States,USD,-3.3212759332474584,129.73722552800862,,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
AMKR,"Amkor Technology, Inc.",AMKR,42.57500076293945,,122.3663805560185,,,,,,,,,,,,,,,,,,,,,,,,,,US0316521006,AMKR,AMKR,,,0.6422643902376121,0.39791749850590574,0.2592130680652849,4721468.2,201016512.21719438,33.03899971961975,0.2886286244815359,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.06663412276086844,Technology,Semiconductor Equipment & Materials,United States,,-3.0623803781414383,122.3663805560185,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
AMZN,AMAZON.COM,AMZN,209.70399475097656,USD,5.437174013029322,0.0,0.0,Seitwärts,0.0,0.0,47.3,1.3,Zyklus-Tief,22.29,43.435,0.0,23793125376.0,2277217140736.0,716923994112.0,1.04,13.6,10.83,24.43,1.051,66.62,"[27.2, 44.58, 0.0, 98.71, 32.39]",22.206844,34.9,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8926174496644296, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US0231351067,AMZN,AMZN,E-Commerce,244.38,0.34981452540376307,0.23583657174341344,0.2173622311569574,50731475.25,10638593019.535297,224.6885202026367,-0.0666902138041866,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.0706310119837823,Consumer Cyclical,Internet Retail,United States,USD,-1.3853746673239464,5.437174013029322,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
APLD,Applied Digital,APLD,27.270000457763672,USD,311.9335487792176,0.0,0.0,Seitwärts,0.0,0.0,66.8,50.9,Zyklus-neutral,-7.9,125.912,0.0,-1606530304.0,11793511424.0,263986000.0,-13.62,250.1,-47.35,202.75,4.823,67.1,"[100.0, 0.0, 0.0, 49.06, 56.34]",-41.865925,50.0,MED,{},US0381692070,APLD,APLD,Tech 💻,,1.2658537715055622,0.6902477767811636,0.5694618077893829,17719818.55,483219459.96998924,23.085950047969817,0.18123795646702456,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.09542420358596004,Technology,Information Technology Services,United States,USD,-4.382889130212919,311.9335487792176,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
ASML,ASML HOLDING,ASML,1355.4200439453125,USD,94.39068872956551,0.0,0.0,Seitwärts,0.0,0.0,73.9,35.5,Zyklus-neutral,50.46,13.813,62.0,12685974528.0,535751229440.0,32667299840.0,2.37,4.9,29.42,34.32,1.262,18.74,"[9.8, 100.0, 0.0, 64.53, 12.03]",31.993082,39.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8120805369127517, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",NL0010273215,ASML,ASML,Gehirn,1466.93,0.4100582998265425,0.25637058426860315,0.1898735534635192,1478031.65,2003353723.9955626,1005.7496435546875,0.3476714136877661,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.23714350393947914,Technology,Semiconductor Equipment & Materials,Netherlands,USD,-2.254305863992856,94.39068872956551,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
ASX,"ASE Technology Holding Co., Ltd.",ASX,21.149999618530273,,125.4139624555052,,,,,,,,,,,,,,,,,,,,,,,,,,US00215W1009,ASX,ASX,,,0.42570960484300163,0.2757837858971508,0.24898784696390086,7591595.15,160562234.5265363,14.068945188522338,0.5033109685994632,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.31189381719541664,Technology,Semiconductors,Taiwan,,-3.4246575938996937,125.4139624555052,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
BIDU,BAIDU INC,BIDU,122.93499755859375,USD,33.04653195721296,0.0,0.0,Seitwärts,0.0,0.0,65.8,26.0,Zyklus-neutral,3.08,33.81,0.0,21750999040.0,396094570496.0,130462998528.0,5.49,-7.1,6.9,-0.2,1.907,23.06,"[0.0, 6.16, 0.0, 73.98, 26.0]",17.818422,26.7,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5771812080536913, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US0567521085,BIDU,BIDU,Tech 💻,158.08,0.48273797702359794,0.29234317289265105,0.27436624904667783,2448709.7,301032120.99120486,115.52442520141602,0.06414723418235968,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.0002526569976191162,Communication Services,Internet Content & Information,China,USD,-1.7698792970666677,33.04653195721296,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
DVLT,Datavault AI Inc.,DVLT,0.6868000030517578,USD,-10.805192199439318,0.0,0.0,Seitwärts,0.0,0.0,44.8,71.3,Zyklus-neutral,-165.72,29.069,0.0,-28070000.0,238018480.0,6170000.0,-11.79,147.8,0.0,147.8,0.684,3.15,"[100.0, 0.0, 0.0, 28.75, 100.0]",0.0,21.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.22818791946308725, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US86633R6099,DVLT,DVLT,Tech 💻,,2.052123000657297,0.7563770512906415,0.8479532253431973,31142867.0,21388921.150640488,1.023334002941847,-0.3288603710251319,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.5017303437458036,Technology,Software - Infrastructure,United States,USD,-3.267602280524151,-10.805192199439318,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
GOOGL,ALPHABET INC.A,GOOGL,303.29998779296875,USD,82.12655319461636,0.0,0.0,Seitwärts,0.0,0.0,75.0,4.9,Zyklus-Tief,35.71,16.133,26.0,38088376320.0,3794015354880.0,402835996672.0,1.0,18.0,32.81,50.81,2.005,81.35,"[36.0, 71.42, 0.0, 95.07, 21.4]",23.884943,40.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.9194630872483222, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US02079K3059,GOOGL,GOOGL,Gehirn,335.67,0.3059382590657744,0.17766501290009706,0.15161830351131267,32574528.15,9879853990.256716,255.478609085083,0.18718349406685397,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.02752784345966708,Communication Services,Internet Content & Information,United States,USD,-1.7492789765233163,82.12655319461636,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
IFX.DE,INFINEON TECH.,IFX.DE,40.27000045776367,EUR,15.8101276029482,0.0,0.0,Seitwärts,0.0,0.0,57.6,40.9,Zyklus-neutral,5.71,41.673,83.0,1671250048.0,61230231552.0,14899999744.0,2.73,7.0,6.88,13.88,1.721,55.03,"[14.0, 11.42, 0.0, 59.12, 22.1]",18.915174,25.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.4429530201342282, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",DE0006231004,IFX.DE,IFX.DE,Gehirn,42.32,0.384260005506335,0.24793558284194817,0.3114128025647446,4536997.5,182704891.40187263,36.57142185211182,0.10113302732959717,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.10392579206005714,Technology,Semiconductors,Germany,EUR,-3.0806228707585093,15.8101276029482,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
JD,JD.COM ADR,JD,28.225000381469727,USD,-28.023022276145127,0.0,0.0,Seitwärts,0.0,0.0,39.9,39.2,Zyklus-neutral,11.72,36.821,353.0,-13451249664.0,68616331264.0,1303786946560.0,-19.6,14.9,2.47,17.37,1.198,15.54,"[29.8, 23.44, 0.0, 60.83, 42.95]",9.074207,26.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5167785234899329, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US47215P1066,JD,JD,E-Commerce,29.49,0.3441893156374427,0.20459310320678673,0.4216142195642356,10649409.2,300579578.7324272,31.141099967956542,-0.09364150879344058,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.022160247717769366,Consumer Cyclical,Internet Retail,China,USD,0.4091062562119552,-28.023022276145127,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
KLAC,KLA Corporation,KLAC,1431.68994140625,,112.0173621197969,,,,,,,,,,,,,,,,,,,,,,,,,,US4824801009,KLAC,KLAC,,,0.48620703846033014,0.37510315733971733,0.22406824116894486,888560.95,1272143774.4413817,1122.1397219848632,0.27585710884010783,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.18172056894991306,Technology,Semiconductor Equipment & Materials,United States,,-2.273724136092148,112.0173621197969,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
LRCX,Lam Research Corporation,LRCX,212.3300018310547,,179.26069840566484,,,,,,,,,,,,,,,,,,,,,,,,,,US5128073062,LRCX,LRCX,,,0.521986083235789,0.35648693608489096,0.24907869735770993,9732011.0,2066397913.4498444,147.7808515930176,0.4367896756732923,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.28804256283402974,Technology,Semiconductor Equipment & Materials,United States,,-2.9880721122286125,179.26069840566484,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
MELI,MercadoLibre Inc.,MELI,1639.574951171875,USD,-18.218752357511615,0.0,0.0,Seitwärts,0.0,0.0,50.3,20.4,Zyklus-neutral,40.65,159.296,0.0,-4066249984.0,108489015296.0,26193000448.0,-3.75,39.5,7.93,47.43,1.174,84.75,"[79.0, 81.3, 0.0, 79.65, 27.28]",33.958015,38.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.7114093959731543, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US58733R1023,MELI,MELI,Konsum 🥨,,0.3978613508469476,0.30806110386211677,0.37268281100017675,683512.65,1120670219.749109,2219.9918768310545,-0.2614500222801267,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.14342223657785513,Consumer Cyclical,Internet Retail,Uruguay,USD,-7.164091850014631,-18.218752357511615,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
META,META PLATFORMS INC,META,640.0750122070312,USD,3.6369932373505165,0.0,0.0,Seitwärts,0.0,0.0,47.0,39.9,Zyklus-neutral,30.24,39.164,31.0,23432374272.0,1700112498688.0,200965996544.0,1.38,23.8,30.08,53.88,2.599,79.52,"[47.6, 60.48, 0.0, 60.14, 29.7]",18.803259,45.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.9060402684563759, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US30303M1027,META,META,Tech 💻,673.89,0.3903591682705237,0.25276520599043806,0.2537371106002133,11551714.2,7393963607.577136,691.1632305908203,-0.07391628507222203,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.009951313356317826,Communication Services,Internet Content & Information,United States,USD,-2.257730427152904,3.6369932373505165,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
MSFT,MICROSOFT DL,MSFT,404.9750061035156,USD,6.472027488100318,0.0,0.0,Seitwärts,0.0,0.0,53.6,43.2,Zyklus-neutral,34.39,31.539,88.0,53640626176.0,3102605836288.0,305453006848.0,1.73,16.7,39.04,55.74,1.386,76.1,"[33.4, 68.78, 0.0, 56.83, 36.18]",21.908993,40.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.9261744966442953, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US5949181045,MSFT,MSFT,Gehirn,481.15,0.26239358036648097,0.20081408998800732,0.28778796440181553,33888898.75,13724156978.122673,481.74579345703125,-0.15935953857034169,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.12721734602067514,Technology,Software - Infrastructure,United States,USD,0.023464043557952508,6.472027488100318,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
MU,MICRON TECHNOLOGY INC,MU,406.739990234375,USD,326.67607433089836,0.0,0.0,Seitwärts,0.0,0.0,76.3,0.0,Zyklus-Tief,22.55,21.244,12.0,444249984.0,422271320064.0,42311999488.0,0.11,56.7,28.15,84.85,2.46,83.37,"[100.0, 45.1, 0.0, 100.0, 21.56]",8.597669,38.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.912751677852349, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US5951121038,MU,MU,Tech 💻,414.04,0.6372746805330757,0.43024386703002016,0.37150357450244187,31422957.75,12780973528.370178,221.24515548706054,0.83841309130117,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.5676137868268367,Technology,Semiconductors,United States,USD,-2.85414319361581,326.67607433089836,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
NVDA,NVIDIA CORP.,NVDA,183.9824981689453,USD,58.999347254181856,0.0,0.0,Seitwärts,0.0,0.0,60.0,73.6,Zyklus-neutral,107.36,9.102,2.0,53282873344.0,4531735756800.0,187141996544.0,1.18,62.5,53.01,115.51,4.468,69.59,"[100.0, 100.0, 0.0, 26.36, 30.04]",24.441496,45.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.9463087248322147, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US67066G1040,NVDA,NVDA,Gehirn,186.47,0.4171122773007355,0.2646058466917714,0.22487054977513787,189648188.7,34891947530.24155,177.1515077972412,0.038560159361005875,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.025770551413683007,Technology,Semiconductors,United States,USD,-1.1006292661328687,58.999347254181856,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
NXP,NXP SEMICONDUCTORS NV,NXP,14.40999984741211,USD,3.788583680291735,0.0,0.0,Seitwärts,0.0,0.0,48.7,100.0,Zyklus-Hoch,1.13,100.0,446.0,0.0,741452096.0,34414504.0,0.0,9.1,24.21,33.31,4.03,15.78,"[18.2, 2.26, 0.0, 0.0, 25.0]",0.0,26.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.06040268456375841, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",NL0009538784,NXP,NXP,Tech 💻,13.93,0.06989867582220305,0.054190653763884246,0.0558261740180358,120871.5,1741758.2965564728,13.976310839653015,0.03103029209458108,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.0402295148568006,Financial Services,Asset Management,United States,USD,-0.894086071402922,3.788583680291735,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
ON,ON SEMICOND.,ON,58.02000045776367,USD,35.40257298446434,56.36,1.76,BUY,66.86,79.21,59.9,88.0,Zyklus-Hoch,1.5,39.064,0.0,1250724992.0,27005202432.0,5995400192.0,4.63,-11.2,2.02,-9.18,4.522,109.63,"[0.0, 3.0, 0.0, 31.95, 17.06]",16.742908,,,,US6821891057,ON,ON,Gehirn,63.03,0.5799320376696602,0.39201685828374416,0.30056916485354424,7539720.0,437454557.8514099,54.523700046539304,0.06412441577222494,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.07760909013429362,Technology,Semiconductors,United States,USD,-2.059421313532106,35.40257298446434,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
ON,ON SEMICONDUCTOR CORP,ON,58.02000045776367,USD,35.40257298446434,56.36,1.76,BUY,66.86,79.21,59.9,88.0,Zyklus-Hoch,1.5,39.064,0.0,1250724992.0,27005202432.0,5995400192.0,4.63,-11.2,2.02,-9.18,4.522,109.63,"[0.0, 3.0, 0.0, 31.95, 17.06]",16.742908,,,,US6821891057,ON,ON,Tech 💻,63.03,0.5799320376696602,0.39201685828374416,0.30056916485354424,7539720.0,437454557.8514099,54.523700046539304,0.06412441577222494,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,0.07760909013429362,Technology,Semiconductors,United States,USD,-2.059421313532106,35.40257298446434,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
ORCL,ORACLE CORP,ORCL,160.77000427246094,USD,7.627487249640641,0.0,0.0,Seitwärts,0.0,0.0,47.1,57.0,Zyklus-neutral,69.03,432.511,125.0,-10208000000.0,571854749696.0,61015998464.0,-1.79,14.2,25.28,39.48,0.909,45.01,"[28.4, 100.0, 0.0, 42.99, 50.22]",20.229126,32.9,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.8657718120805369, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US68389X1054,ORCL,ORCL,Tech 💻,174.77,0.6152709756338552,0.31882158541333033,0.5824985578937847,28407816.45,4567124772.037786,219.61841606140138,-0.26795754583935927,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.2525704335750293,Technology,Software - Infrastructure,United States,USD,-1.440651615418631,7.627487249640641,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
PLTR,PALANTIR TECHN.,PLTR,154.77499389648438,USD,85.02688711679394,0.0,0.0,Seitwärts,0.0,0.0,54.0,30.5,Zyklus-neutral,25.98,3.063,0.0,1260918400.0,326150029312.0,4475445760.0,0.39,70.0,36.31,106.31,7.11,60.57,"[100.0, 51.96, 0.0, 69.5, 4.56]",77.01267,38.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.8791946308724832, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US69608A1088,PLTR,PLTR,Gehirn,167.47,0.5823744410070093,0.4120831498717234,0.378125297361536,53691663.2,8310126844.072095,162.6787001800537,-0.04858476416901214,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.15171996663276344,Technology,Software - Infrastructure,United States,USD,2.0943190403309053,85.02688711679394,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
SAP.DE,SAP SE O.N.,SAP.DE,167.02000427246094,EUR,-30.517582554235535,0.0,0.0,Seitwärts,0.0,0.0,35.8,68.8,Zyklus-neutral,16.46,17.84,134.0,7799625216.0,206661484544.0,36800000000.0,3.77,3.3,19.91,23.21,1.174,40.19,"[6.6, 32.92, 0.0, 31.24, 36.01]",20.883703,31.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5436241610738255, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",DE0007164600,SAP.DE,SAP.DE,Gehirn,195.54,0.34990842242547504,0.29468988052413414,0.39555721891697615,2911360.2,486255393.04267275,221.5499496459961,-0.24612935123960045,neutral,0.019249628470205504,bear,-0.25469005116904364,2026-03-12,-0.1948476392582107,Technology,Software - Application,Germany,EUR,0.95503010622493,-30.517582554235535,0.0,stock,S2 Gehirn,pillar,85.0,manual thematic assignment after stack redesign,"ai, semis, software"
